Gene ID,Gene symbol,Description,Scientific name,Common name,RefSeq Transcript accessions,RefSeq Protein accessions,SPARCLE ID,Curation Status,RefseqSelect,Default sequence
112145007,dag1,dystroglycan 1,Oryzias melastigma,Indian medaka,XM_024269984.2,XP_024125752.1,,model,,default-seq
112255083,dag1,dystroglycan 1,Oncorhynchus tshawytscha,Chinook salmon,XM_024428140.2,XP_024283908.1,,model,,default-seq
112309526,DAG1,dystroglycan 1,Desmodus rotundus,common vampire bat,XM_024565702.3,XP_024421470.2,,model,,default-seq
112394858,DAG1,dystroglycan 1,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,XM_024737805.1,XP_024593573.1,,model,,default-seq
112618331,DAG1,dystroglycan 1,Theropithecus gelada,gelada,XM_025375312.1,XP_025231097.1,,model,,default-seq
112665787,DAG1,dystroglycan 1,Canis lupus dingo,dingo,XM_025455860.3,XP_025311645.2,,model,,default-seq
112833749,DAG1,dystroglycan 1,Callorhinus ursinus,northern fur seal,XM_025885072.1,XP_025740857.1,,model,,default-seq
112852451,DAG1,dystroglycan 1,Puma concolor,puma,XM_025915937.1,XP_025771722.1,,model,,default-seq
112911464,DAG1,dystroglycan 1,Vulpes vulpes,red fox,XM_025988029.1,XP_025843814.1,,model,,default-seq
112949142,DAG1,dystroglycan 1,Nothoprocta perdicaria,,XM_026041525.1,XP_025897310.1,,model,,default-seq
112960584,DAG1,dystroglycan 1,Apteryx rowi,Okarito brown kiwi,XM_026054996.1,XP_025910781.1,,model,,default-seq
112986983,DAG1,dystroglycan 1,Dromaius novaehollandiae,emu,XM_026106580.1,XP_025962365.1,,model,,default-seq
113021812,dag1,dystroglycan 1,Astatotilapia calliptera,eastern happy,XM_026166564.1,XP_026022349.1,,model,,default-seq
113039820,dag1,dystroglycan 1,Carassius auratus,goldfish,XM_026197913.1,XP_026053698.1,,model,,default-seq
113129886,dag1,dystroglycan 1,Mastacembelus armatus,zig-zag eel,XM_026306095.2,XP_026161880.1,,model,,default-seq
113154384,dag1,dystroglycan 1,Anabas testudineus,climbing perch,XM_026348560.1,XP_026204345.1,,model,,default-seq
113179431,Dag1,dystroglycan 1,Urocitellus parryii,Arctic ground squirrel,XM_026384048.1,XP_026239833.1,,model,,default-seq
113256878,DAG1,dystroglycan 1,Ursus arctos,brown bear,XM_026500844.4,XP_026356629.2,,model,,default-seq
113415784,DAG1,dystroglycan 1,Notechis scutatus,mainland tiger snake,XM_026673335.1,XP_026529120.1,,model,,default-seq
113454626,DAG1,dystroglycan 1,Pseudonaja textilis,,XM_026725985.1,XP_026581770.1,,model,,default-seq
113484843,DAG1,dystroglycan 1,Athene cunicularia,burrowing owl,XM_026857520.1,XP_026713321.1,,model,,default-seq
113538009,dag1,dystroglycan 1,Pangasianodon hypophthalmus,striped catfish,XM_026932807.3,XP_026788608.3,,model,,default-seq
113572363,dag1,dystroglycan 1,Electrophorus electricus,electric eel,XM_027001848.2,XP_026857649.2,,model,,default-seq
113615854,DAG1,dystroglycan 1,Lagenorhynchus obliquidens,Pacific white-sided dolphin,XM_027098809.1,XP_026954610.1,,model,,default-seq
113656480,dag1,dystroglycan 1,Tachysurus fulvidraco,yellow catfish,XM_027167771.2,XP_027023572.1,,model,,default-seq
113880847,DAG1,dystroglycan 1,Bos indicus x Bos taurus,hybrid cattle,XM_027523461.1,XP_027379262.1,,model,,default-seq
113917357,DAG1,dystroglycan 1,Zalophus californianus,California sea lion,XM_027585090.2,XP_027440891.1,,model,,default-seq
113945815,DAG1,dystroglycan 1,Corapipo altera,White-ruffed manakin,XM_027640394.1,XP_027496195.1,,model,,default-seq
113975872,DAG1,dystroglycan 1,Neopelma chrysocephalum,saffron-crested tyrant-manakin,XM_027700408.1,XP_027556209.1,,model,,default-seq
113994242,DAG1,dystroglycan 1,Pipra filicauda,Wire-tailed manakin,XM_027733113.2,XP_027588914.1,,model,,default-seq
114024116,DAG1,dystroglycan 1,Vombatus ursinus,common wombat,XM_027837012.1,XP_027692813.1,,model,,default-seq
114058766,DAG1,dystroglycan 1,Empidonax traillii,willow flycatcher,XM_027886438.1,XP_027742239.1,,model,,default-seq
114091245,Dag1,dystroglycan 1,Marmota flaviventris,yellow-bellied marmot,XM_027933652.2,XP_027789453.1,,model,,default-seq
114135260,dag1,dystroglycan 1,Xiphophorus couchianus,Monterrey platyfish,XM_028002366.1,XP_027858167.1,,model,,default-seq
114225051,DAG1,dystroglycan 1,Eumetopias jubatus,Steller sea lion,XM_028124445.1,XP_027980246.1,,model,,default-seq
114450729,dag1,dystroglycan 1,Parambassis ranga,Indian glassy fish,XM_028429061.1,XP_028284862.1,,model,,default-seq
114466649,dag1,dystroglycan 1,Gouania willdenowi,blunt-snouted clingfish,XM_028452248.1,XP_028308049.1,,model,,default-seq
114501541,DAG1,dystroglycan 1,Phyllostomus discolor,pale spear-nosed bat,XM_028518155.2,XP_028373956.1,,model,,default-seq
114553930,dag1,dystroglycan 1,Perca flavescens,yellow perch,XM_028575406.1,XP_028431207.1,,model,,default-seq
114591482,DAG1,dystroglycan 1,Podarcis muralis,Common wall lizard,XM_028718569.1,XP_028574402.1,,model,,default-seq
114611878,Dag1,dystroglycan 1,Grammomys surdaster,,XM_028756663.1,XP_028612496.1,,model,,default-seq
114668529,dag1,dystroglycan 1,Erpetoichthys calabaricus,reedfish,XM_028824323.2,XP_028680156.2,,model,,default-seq
114705218,Dag1,dystroglycan 1,Peromyscus leucopus,white-footed mouse,XM_028886985.2,XP_028742818.1,,model,,default-seq
114800711,dag1,dystroglycan 1,Denticeps clupeoides,denticle herring,XM_028998417.1,XP_028854250.1,,model,,default-seq
114855227,dag1,dystroglycan 1,Betta splendens,Siamese fighting fish,XM_029150193.3,XP_029006026.1,,model,,default-seq
114906933,DAG1,dystroglycan 1,Monodon monoceros,narwhal,XM_029241931.1,XP_029097764.1,,model,,default-seq
115008181,dag1,dystroglycan 1,Cottoperca gobio,,XM_029431575.1,XP_029287435.1,,model,,default-seq
115044007,dag1,dystroglycan 1,Echeneis naucrates,live sharksucker,XM_029502827.1,XP_029358687.1,,model,,default-seq
115090502,DAG1,dystroglycan 1,Rhinatrema bivittatum,two-lined caecilian,XM_029599677.1,XP_029455537.1,,model,,default-seq
115116398,dag1,dystroglycan 1,Oncorhynchus nerka,sockeye salmon,XM_029644890.1,XP_029500750.1,,model,,default-seq
115150020,dag1,dystroglycan 1,Salmo trutta,river trout,XM_029692879.1,XP_029548739.1,,model,,default-seq
115274021,DAG1,dystroglycan 1,Suricata suricatta,meerkat,XM_029917384.1,XP_029773244.1,,model,,default-seq
115333233,DAG1,dystroglycan 1,Aquila chrysaetos chrysaetos,,XM_029995892.2,XP_029851752.1,,model,,default-seq
115358865,dag1,dystroglycan 1,Myripristis murdjan,pinecone soldierfish,XM_030050954.1,XP_029906814.1,,model,,default-seq
115407847,dag1,dystroglycan 1,Salarias fasciatus,jewelled blenny,XM_030118371.1,XP_029974231.1,,model,,default-seq
115419957,dag1,dystroglycan 1,Sphaeramia orbicularis,orbiculate cardinalfish,XM_030135025.1,XP_029990885.1,,model,,default-seq
115472024,DAG1,dystroglycan 1,Microcaecilia unicolor,,XM_030206056.1,XP_030061916.1,,model,,default-seq
115508266,DAG1,dystroglycan 1,Lynx canadensis,Canada lynx,XM_030306757.1,XP_030162617.1,,model,,default-seq
115557089,dag1,dystroglycan 1,Gadus morhua,Atlantic cod,XM_030374674.1,XP_030230534.1,,model,,default-seq
115583198,dag1,dystroglycan 1,Sparus aurata,gilthead seabream,XM_030419737.1,XP_030275597.1,,model,,default-seq
115614216,DAG1,dystroglycan 1,Strigops habroptila,Kakapo,XM_030500719.1,XP_030356579.1,,model,,default-seq
115654953,DAG1,dystroglycan 1,Gopherus evgoodei,Goodes thornscrub tortoise,XM_030569879.1,XP_030425739.1,,model,,default-seq
115776248,dag1,dystroglycan 1,Archocentrus centrarchus,flier cichlid,XM_030723860.1,XP_030579720.1,,model,,default-seq
115814750,dag1,dystroglycan 1,Chanos chanos,milkfish,XM_030777690.1,XP_030633550.1,,model,,default-seq
115858860,DAG1,dystroglycan 1,Globicephala melas,long-finned pilot whale,XM_030867119.1,XP_030722979.1,,model,,default-seq
115908267,DAG1,dystroglycan 1,Camarhynchus parvulus,,XM_030956739.1,XP_030812599.1,,model,,default-seq
116054830,dag1,dystroglycan 1,Sander lucioperca,pikeperch,XM_031306552.2,XP_031162412.2,,model,,default-seq
116072012,Dag1,dystroglycan 1,Mastomys coucha,southern multimammate mouse,XM_031343186.1,XP_031199046.1,,model,,default-seq
116241100,DAG1,dystroglycan 1,Phasianus colchicus,Ring-necked pheasant,XM_031611721.1,XP_031467581.1,,model,,default-seq
116317059,dag1,dystroglycan 1,Oreochromis aureus,,XM_031735717.2,XP_031591577.1,,model,,default-seq
116382870,dag1,dystroglycan 1,Anarrhichthys ocellatus,wolf-eel,XM_031846278.1,XP_031702138.1,,model,,default-seq
116449265,DAG1,dystroglycan 1,Corvus moneduloides,New Caledonian crow,XM_032120614.1,XP_031976505.1,,model,,default-seq
116473457,DAG1,dystroglycan 1,Hylobates moloch,silvery gibbon,XM_032161520.2,XP_032017411.1,,model,,default-seq
116492924,DAG1,dystroglycan 1,Aythya fuligula,tufted duck,XM_032193934.1,XP_032049825.1,,model,,default-seq
116503589,DAG1,dystroglycan 1,Thamnophis elegans,Western terrestrial garter snake,XM_032210104.1,XP_032065995.1,,model,,default-seq
116559289,DAG1,dystroglycan 1,Sapajus apella,tufted capuchin,XM_032289835.1,XP_032145726.1,,model,,default-seq
116577072,DAG1,dystroglycan 1,Mustela erminea,ermine,XM_032319787.1,XP_032175678.1,,model,,default-seq
116636559,DAG1,dystroglycan 1,Phoca vitulina,harbor seal,XM_032411292.1,XP_032267183.1,,model,,default-seq
116693155,dag1,dystroglycan 1,Etheostoma spectabile,orangethroat darter,XM_032521913.1,XP_032377804.1,,model,,default-seq
116710146,dag1,dystroglycan 1,Xiphophorus hellerii,green swordtail,XM_032549003.1,XP_032404894.1,,model,,default-seq
116762000,DAG1,dystroglycan 1,Phocoena sinus,vaquita,XM_032648588.1,XP_032504479.1,,model,,default-seq
116792080,DAG1,dystroglycan 1,Chiroxiphia lanceolata,lance-tailed manakin,XM_032698704.1,XP_032554595.1,,model,,default-seq
116831941,DAG1,dystroglycan 1,Chelonoidis abingdonii,Abingdon island giant tortoise,XM_032792280.1,XP_032648171.1,,model,,default-seq
116873872,DAG1,dystroglycan 1,Lontra canadensis,Northern American river otter,XM_032868056.1,XP_032723947.1,,model,,default-seq
116907572,Dag1,dystroglycan 1,Rattus rattus,black rat,XM_032910604.1,XP_032766495.1,,model,,default-seq
116952402,DAG1,dystroglycan 1,Petromyzon marinus,sea lamprey,XM_032971753.1,XP_032827644.1,,model,,default-seq
116983182,dag1,dystroglycan 1,Amblyraja radiata,thorny skate,XM_033036808.1,XP_032892699.1,,model,,default-seq
117002505,DAG1,dystroglycan 1,Catharus ustulatus,Swainson's thrush,XM_033071683.2,XP_032927574.1,,model,,default-seq
117036651,DAG1,dystroglycan 1,Rhinolophus ferrumequinum,greater horseshoe bat,XM_033131728.1,XP_032987619.1,,model,,default-seq
117041584,DAG1,dystroglycan 1,Lacerta agilis,,XM_033140528.1,XP_032996419.1,,model,,default-seq
117081448,DAG1,dystroglycan 1,Trachypithecus francoisi,Francois's langur,XM_033207397.1,XP_033063288.1,,model,,default-seq
117256488,dag1,dystroglycan 1,Epinephelus lanceolatus,giant grouper,XM_033625927.1,XP_033481818.1,,model,,default-seq
117351179,DAG1,dystroglycan 1,Geotrypetes seraphini,,XM_033926088.1,XP_033781979.1,,model,,default-seq
117370647,dag1,dystroglycan 1,Periophthalmus magnuspinnatus,,XM_033966124.2,XP_033822015.1,,model,,default-seq
117449598,dag1,dystroglycan 1,Pseudochaenichthys georgianus,South Georgia icefish,XM_034087363.1,XP_033943254.1,,model,,default-seq
117482493,dag1,dystroglycan 1,Trematomus bernacchii,emerald rockcod,XM_034130579.1,XP_033986470.1,,model,,default-seq
117506395,dag1,dystroglycan 1,Thalassophryne amazonica,,XM_034165898.1,XP_034021789.1,,model,,default-seq
117679449,DAG1,dystroglycan 1,Pantherophis guttatus,,XM_034441383.1,XP_034297274.1,,model,,default-seq
117693265,Dag1,dystroglycan 1,Arvicanthis niloticus,Nile rat,XM_034483733.1,XP_034339624.1,,model,,default-seq
117731148,dag1,dystroglycan 1,Cyclopterus lumpus,lumpfish,XM_034533308.1,XP_034389199.1,,model,,default-seq
117762177,dag1,dystroglycan 1,Hippoglossus hippoglossus,Atlantic halibut,XM_034586690.1,XP_034442581.1,,model,,default-seq
117879854,DAG1,dystroglycan 1,Trachemys scripta elegans,,XM_034775304.1,XP_034631195.1,,model,,default-seq
118005800,DAG1,dystroglycan 1,Mirounga leonina,Southern elephant seal,XM_034998066.1,XP_034853957.1,,model,,default-seq
118080538,DAG1,dystroglycan 1,Zootoca vivipara,common lizard,XM_035105911.1,XP_034961802.1,,model,,default-seq
118105142,dag1,dystroglycan 1,Hippoglossus stenolepis,Pacific halibut,XM_035152583.2,XP_035008474.1,,model,,default-seq
118173520,DAG1,dystroglycan 1,Oxyura jamaicensis,ruddy duck,XM_035338144.1,XP_035194035.1,,model,,default-seq
118211147,dag1,dystroglycan 1,Anguilla anguilla,European eel,XM_035388051.1,XP_035243942.1,,model,,default-seq
118253654,DAG1,dystroglycan 1,Cygnus atratus,black swan,XM_035558223.2,XP_035414116.1,,model,,default-seq
118309054,dag1,dystroglycan 1,Scophthalmus maximus,turbot,XM_047332735.1,XP_047188691.1,,model,,default-seq
118328211,dag1,dystroglycan 1,Morone saxatilis,striped sea-bass,XM_035661831.1,XP_035517724.1,,model,,default-seq
118376645,dag1,dystroglycan 1,Oncorhynchus keta,chum salmon,XM_052474147.1,XP_052330107.1,,model,,default-seq
118541092,DAG1,dystroglycan 1,Halichoerus grypus,gray seal,XM_036100547.1,XP_035956440.1,,model,,default-seq
118586639,Dag1,dystroglycan 1,Onychomys torridus,southern grasshopper mouse,XM_036191742.1,XP_036047635.1,,model,,default-seq
118632934,DAG1,dystroglycan 1,Molossus molossus,Pallas's mastiff bat,XM_036266234.1,XP_036122127.1,,model,,default-seq
118668478,DAG1,dystroglycan 1,Myotis myotis,,XM_036333551.1,XP_036189444.1,,model,,default-seq
118691685,DAG1,dystroglycan 1,Molothrus ater,,XM_054516063.1,XP_054372038.1,,model,,default-seq
118715669,DAG1,dystroglycan 1,Pipistrellus kuhlii,Kuhl's pipistrelle,XM_036432276.2,XP_036288169.1,,model,,default-seq
118779380,dag1,dystroglycan 1,Megalops cyprinoides,Indo-Pacific tarpon,XM_036531451.1,XP_036387344.1,,model,,default-seq
118799436,dag1,dystroglycan 1,Colossoma macropomum,tambaqui,XM_036559298.1,XP_036415191.1,,model,,default-seq
118830757,DAG1,dystroglycan 1,Trichosurus vulpecula,common brushtail,XM_036737669.1,XP_036593564.1,,model,,default-seq
118903313,DAG1,dystroglycan 1,Balaenoptera musculus,Blue whale,XM_036868243.1,XP_036724138.1,,model,,default-seq
118908324,DAG1,dystroglycan 1,Manis pentadactyla,Chinese pangolin,XM_036877540.2,XP_036733435.2,,model,,default-seq
118989476,DAG1,dystroglycan 1,Sturnira hondurensis,,XM_037049713.1,XP_036905608.1,,model,,default-seq
119021300,dag1,dystroglycan 1,Acanthopagrus latus,yellowfin seabream,XM_037101508.1,XP_036957403.1,,model,,default-seq
119036739,DAG1,dystroglycan 1,Artibeus jamaicensis,Jamaican fruit-eating bat,XM_037128665.2,XP_036984560.2,,model,,default-seq
119135417,dag1,dystroglycan 1,Syngnathus acus,greater pipefish,XM_037272968.1,XP_037128863.1,,model,,default-seq
119146850,DAG1,dystroglycan 1,Falco rusticolus,gyrfalcon,XM_037385138.1,XP_037241035.1,,model,,default-seq
119229985,dag1,dystroglycan 1,Pungitius pungitius,ninespine stickleback,XM_037490890.1,XP_037346787.1,,model,,default-seq
119260195,DAG1,dystroglycan 1,Talpa occidentalis,Iberian mole,XM_037529092.2,XP_037384989.1,,model,,default-seq
119412887,dag1,dystroglycan 1,Nematolebias whitei,Rio pearlfish,XM_037679923.1,XP_037535851.1,,model,,default-seq
119499007,dag1,dystroglycan 1,Sebastes umbrosus,honeycomb rockfish,XM_037788225.1,XP_037644153.1,,model,,default-seq
119545257,DAG1,dystroglycan 1,Choloepus didactylus,southern two-toed sloth,XM_037850780.1,XP_037706708.1,,model,,default-seq
119706010,DAG1,dystroglycan 1,Motacilla alba alba,,XM_038149041.1,XP_038004969.1,,model,,default-seq
119794294,dag1,dystroglycan 1,Cyprinodon tularosa,,XM_038301776.1,XP_038157704.1,,model,,default-seq
119810230,Dag1,dystroglycan 1,Arvicola amphibius,Eurasian water vole,XM_038323602.1,XP_038179530.1,,model,,default-seq
119859042,DAG1,dystroglycan 1,Dermochelys coriacea,leatherback sea turtle,XM_038410655.2,XP_038266583.1,,model,,default-seq
119885668,dag1,dystroglycan 1,Micropterus salmoides,largemouth bass,XM_038695816.1,XP_038551744.1,,model,,default-seq
119950004,DAG1,dystroglycan 1,Tachyglossus aculeatus,Australian echidna,XM_038771868.1,XP_038627796.1,,model,,default-seq
119973169,dag1,dystroglycan 1,Scyliorhinus canicula,smaller spotted catshark,XM_038810808.1,XP_038666736.1,,model,,default-seq
120229269,DAG1,dystroglycan 1,Hyaena hyaena,striped hyena,XM_039228136.1,XP_039084067.1,,model,,default-seq
120304007,DAG1,dystroglycan 1,Crotalus tigris,Tiger rattlesnake,XM_039334059.1,XP_039189993.1,,model,,default-seq
120368579,DAG1,dystroglycan 1,Mauremys reevesii,Reeves's turtle,XM_039480774.1,XP_039336708.1,,model,,default-seq
120477158,dag1,dystroglycan 1,Pimephales promelas,fathead minnow,XM_039668606.1,XP_039524540.1,,model,,default-seq
120495690,DAG1,dystroglycan 1,Passer montanus,Eurasian tree sparrow,XM_039695469.1,XP_039551403.1,,model,,default-seq
120540564,dag1,dystroglycan 1,Polypterus senegalus,gray bichir,XM_039771404.1,XP_039627338.1,,model,,default-seq
120557529,dag1,dystroglycan 1,Perca fluviatilis,European perch,XM_039797943.1,XP_039653877.1,,model,,default-seq
120582351,DAG1,dystroglycan 1,Pteropus giganteus,Indian flying fox,XM_039837747.1,XP_039693681.1,,model,,default-seq
120758237,DAG1,dystroglycan 1,Hirundo rustica,Barn swallow,XM_040076266.2,XP_039932200.1,,model,,default-seq
120807246,dag1,dystroglycan 1,Xiphias gladius,swordfish,XM_040159020.1,XP_040014954.1,,model,,default-seq
120835131,dag1,dystroglycan 1,Gasterosteus aculeatus,three-spined stickleback,XM_040203738.1,XP_040059672.1,,model,,default-seq
120868224,DAG1,dystroglycan 1,Oryx dammah,scimitar-horned oryx,XM_040246936.1,XP_040102870.1,,model,,default-seq
120945002,DAG1,dystroglycan 1,Rana temporaria,common frog,XM_040358815.1,XP_040214749.1,,model,,default-seq
120979750,DAG1,dystroglycan 1,Bufo bufo,common toad,XM_040408705.1,XP_040264639.1,,model,,default-seq
121011201,DAG1,dystroglycan 1,Puma yagouaroundi,jaguarundi,XM_040445364.1,XP_040301298.1,,model,,default-seq
121075572,DAG1,dystroglycan 1,Cygnus olor,mute swan,XM_040568993.1,XP_040424927.1,,model,,default-seq
121087002,DAG1,dystroglycan 1,Falco naumanni,lesser kestrel,XM_040591547.1,XP_040447481.1,,model,,default-seq
121165706,DAG1,dystroglycan 1,Ochotona curzoniae,black-lipped pika,XM_040994473.1,XP_040850407.1,,model,,default-seq
121179187,dag1,dystroglycan 1,Toxotes jaculatrix,banded archerfish,XM_041033865.1,XP_040889799.1,,model,,default-seq
121280308,dag1,dystroglycan 1,Carcharodon carcharias,great white shark,XM_041192173.1,XP_041048107.1,,model,,default-seq
121347417,DAG1,dystroglycan 1,Onychostruthus taczanowskii,white-rumped snowfinch,XM_041426066.1,XP_041282000.1,,model,,default-seq
121352897,DAG1,dystroglycan 1,Pyrgilauda ruficollis,rufous-necked snowfinch,XM_041466250.1,XP_041322184.1,,model,,default-seq
121464179,Dag1,dystroglycan 1,Microtus oregoni,creeping vole,XM_041676839.1,XP_041532773.1,,model,,default-seq
121494501,DAG1,dystroglycan 1,Vulpes lagopus,Arctic fox,XM_041761033.1,XP_041616967.1,,model,,default-seq
121577917,dag1,dystroglycan 1,Coregonus clupeaformis,lake whitefish,XM_041891902.2,XP_041747836.2,,model,,default-seq
121622143,dag1,dystroglycan 1,Chelmon rostratus,copperband butterflyfish,XM_041959008.1,XP_041814942.1,,model,,default-seq
121637300,dag1,dystroglycan 1,Melanotaenia boesemani,Boeseman's rainbowfish,XM_041981355.1,XP_041837289.1,,model,,default-seq
121659830,DAG1,dystroglycan 1,Corvus kubaryi,Mariana crow,XM_042018415.1,XP_041874349.1,,model,,default-seq
121707437,dag1,dystroglycan 1,Alosa sapidissima,American shad,XM_042090007.1,XP_041945941.1,,model,,default-seq
121921252,DAG1,dystroglycan 1,Sceloporus undulatus,fence lizard,XM_042449042.1,XP_042304976.1,,model,,default-seq
121961054,dag1,dystroglycan 1,Plectropomus leopardus,leopard coralgrouper,XM_042510924.1,XP_042366858.1,,model,,default-seq
122095549,Dag1,dystroglycan 1,Dipodomys spectabilis,banner-tailed kangaroo rat,XM_042665846.1,XP_042521780.1,,model,,default-seq
122162723,DAG1,dystroglycan 1,Centrocercus urophasianus,Greater sage-grouse,XM_042823311.1,XP_042679245.1,,model,,default-seq
122185026,DAG1,dystroglycan 1,Lagopus leucura,white-tailed ptarmigan,XM_042880480.1,XP_042736414.1,,model,,default-seq
122214346,DAG1,dystroglycan 1,Panthera leo,lion,XM_042929366.1,XP_042785300.1,,model,,default-seq
122327185,dag1,dystroglycan 1,Puntigrus tetrazona,Sumatra barb,XM_043222369.1,XP_043078304.1,,model,,default-seq
122424327,DAG1,dystroglycan 1,Cervus canadensis,,XM_043442041.1,XP_043297976.1,,model,,default-seq
122488712,DAG1,dystroglycan 1,Prionailurus bengalensis,leopard cat,XM_043590393.1,XP_043446328.1,,model,,default-seq
122559152,dag1,dystroglycan 1,Chiloscyllium plagiosum,whitespotted bambooshark,XM_043708513.1,XP_043564448.1,,model,,default-seq
122682541,DAG1,dystroglycan 1,Cervus elaphus,red deer,XM_043885365.1,XP_043741300.1,,model,,default-seq
122731686,DAG1,dystroglycan 1,Dromiciops gliroides,monito del monte,XM_043971947.1,XP_043827882.1,,model,,default-seq
122768394,dag1,dystroglycan 1,Solea senegalensis,Senegalese sole,XM_044024373.1,XP_043880308.1,,model,,default-seq
122807154,DAG1,dystroglycan 1,Protopterus annectens,West African lungfish,XM_044078177.1,XP_043934112.1,,model,,default-seq
122834014,dag1,dystroglycan 1,Gambusia affinis,western mosquitofish,XM_044122077.1,XP_043978012.1,,model,,default-seq
122886970,dag1,dystroglycan 1,Siniperca chuatsi,mandarin fish,XM_044219751.1,XP_044075686.1,,model,,default-seq
122909425,DAG1,dystroglycan 1,Neogale vison,American mink,XM_044253564.1,XP_044109499.1,,model,,default-seq
122980662,dag1,dystroglycan 1,Thunnus albacares,yellowfin tuna,XM_044348891.1,XP_044204826.1,,model,,default-seq
123034348,DAG1,dystroglycan 1,Varanus komodoensis,Komodo dragon,XM_044451682.1,XP_044307617.1,,model,,default-seq
123230780,DAG1,dystroglycan 1,Gracilinanus agilis,Agile Gracile Mouse Opossum,XM_044656950.1,XP_044512885.1,,model,,default-seq
123374197,DAG1,dystroglycan 1,Mauremys mutica,yellowpond turtle,XM_045023855.1,XP_044879790.1,,model,,default-seq
123607489,DAG1,dystroglycan 1,Leopardus geoffroyi,Geoffroy's cat,XM_045496846.1,XP_045352802.1,,model,,default-seq
123623272,DAG1,dystroglycan 1,Lemur catta,Ring-tailed lemur,XM_045530231.1,XP_045386187.1,,model,,default-seq
123779835,DAG1,dystroglycan 1,Ursus americanus,American black bear,XM_045778384.1,XP_045634340.1,,model,,default-seq
123830421,DAG1,dystroglycan 1,Phyllostomus hastatus,greater spear-nosed bat,XM_045856585.1,XP_045712541.1,,model,,default-seq
123833797,DAG1,dystroglycan 1,Mirounga angustirostris,Northern elephant seal,XM_045862372.2,XP_045718328.1,,model,,default-seq
123933084,DAG1,dystroglycan 1,Meles meles,Eurasian badger,XM_045992003.1,XP_045847959.1,,model,,default-seq
123987393,dag1,dystroglycan 1,Micropterus dolomieu,smallmouth bass,XM_046076216.1,XP_045932172.1,,model,,default-seq
124025515,dag1,dystroglycan 1,Oncorhynchus gorbuscha,pink salmon,XM_046338906.1,XP_046194862.1,,model,,default-seq
124057098,dag1,dystroglycan 1,Scatophagus argus,,XM_046385222.1,XP_046241178.1,,model,,default-seq
124084282,Dag1,dystroglycan 1,Marmota monax,woodchuck,XM_046431328.2,XP_046287284.1,,model,,default-seq
124240201,DAG1,dystroglycan 1,Equus quagga,,XM_046663019.1,XP_046518975.1,,model,,default-seq
124402304,dag1,dystroglycan 1,Silurus meridionalis,,XM_046875243.1,XP_046731199.1,,model,,default-seq
124470692,dag1,dystroglycan 1,Hypomesus transpacificus,,XM_047024679.1,XP_046880635.1,,model,,default-seq
124524043,DAG1,dystroglycan 1,Lynx rufus,bobcat,XM_047096046.1,XP_046952002.1,,model,,default-seq
124856535,dag1,dystroglycan 1,Girardinichthys multiradiatus,,XM_047347060.1,XP_047203016.1,,model,,default-seq
124992805,Dag1,dystroglycan 1,Sciurus carolinensis,gray squirrel,XM_047564055.1,XP_047420011.1,,model,,default-seq
125006439,dag1,dystroglycan 1,Mugil cephalus,flathead mullet,XM_047582477.1,XP_047438433.1,,model,,default-seq
125080128,DAG1,dystroglycan 1,Lutra lutra,Eurasian river otter,XM_047693991.1,XP_047549947.1,,model,,default-seq
125124171,DAG1,dystroglycan 1,Phacochoerus africanus,Common warthog,XM_047774323.1,XP_047630279.1,,model,,default-seq
125160559,DAG1,dystroglycan 1,Prionailurus viverrinus,fishing cat,XM_047849593.1,XP_047705549.1,,model,,default-seq
125253201,dag1,dystroglycan 1,Megalobrama amblycephala,Wuchang bream,XM_048167051.1,XP_048023008.1,,model,,default-seq
125301856,dag1,dystroglycan 1,Alosa alosa,allis shad,XM_048254665.1,XP_048110622.1,,model,,default-seq
125331447,DAG1,dystroglycan 1,Corvus hawaiiensis,hawaiian crow,XM_048315454.1,XP_048171411.1,,model,,default-seq
125342561,Dag1,dystroglycan 1,Perognathus longimembris pacificus,Pacific pocket mouse,XM_048334812.1,XP_048190769.1,,model,,default-seq
125393035,Dag1,dystroglycan 1,Myodes glareolus,Bank vole,XM_048423041.1,XP_048278998.1,,model,,default-seq
125428489,DAG1,dystroglycan 1,Sphaerodactylus townsendi,,XM_048488633.1,XP_048344590.1,,model,,default-seq
125460290,dag1,dystroglycan 1,Stegostoma fasciatum,,XM_048547596.1,XP_048403553.1,,model,,default-seq
125639449,DAG1,dystroglycan 1,Caretta caretta,Loggerhead turtle,XM_048856517.1,XP_048712474.1,,model,,default-seq
125698576,DAG1,dystroglycan 1,Lagopus muta,rock ptarmigan,XM_048957064.1,XP_048813021.1,,model,,default-seq
125747957,dag1,dystroglycan 1,Brienomyrus brachyistius,,XM_049023656.1,XP_048879613.1,,model,,default-seq
125894650,dag1,dystroglycan 1,Epinephelus fuscoguttatus,brown-marbled grouper,XM_049586209.1,XP_049442166.1,,model,,default-seq
125929353,DAG1,dystroglycan 1,Panthera uncia,snow leopard,XM_049640467.1,XP_049496424.1,,model,,default-seq
125988320,dag1,dystroglycan 1,Syngnathus scovelli,Gulf pipefish,XM_049753355.1,XP_049609312.1,,model,,default-seq
126014025,DAG1,dystroglycan 1,Suncus etruscus,white-toothed pygmy shrew,XM_049777335.1,XP_049633292.1,,model,,default-seq
